"Specimen thickness",1.5,"mm"
"Specimen width",4.89,"mm"
"Cross-section",7.335,"mm²"
"Gage length, standard travel",30,"mm"
"Extensometer",""
"Load cell",""
"Date/Clock time",44182.5,""
"Operator",""
"v1",1,"mm/min"
"v2",1,"mm/min"
"Time","Crosshead absolute","Standard travel","Standard force","Capteur de course"
"s","mm","mm","N","mm"
33.0681,1191.06,0.504018,6876.84,5.10001
33.0881,1191.06,0.504349,6877.97,5.10015
33.118,1191.06,0.504853,6879.5,5.10031
33.1381,1191.06,0.505178,6880.55,5.10039
33.168,1191.06,0.505687,6882.04,5.10053
33.1981,1191.06,0.506179,6883.54,5.10067
33.2181,1191.06,0.50652,6884.63,5.10075
33.238,1191.06,0.506842,6885.65,5.10083
33.2581,1191.06,0.50719,6886.71,5.10088
33.2781,1191.06,0.507517,6887.72,5.10091
33.298,1191.06,0.507852,6888.78,5.10096
33.3281,1191.06,0.508353,6890.28,5.10103
33.358,1191.06,0.508848,6891.75,5.1011
33.3881,1191.06,0.509353,6893.23,5.10118
33.418,1191.06,0.509847,6894.67,5.10123
33.4481,1191.07,0.510348,6896.11,5.10124
33.478,1191.07,0.510856,6897.55,5.10126
33.5081,1191.07,0.511352,6899.01,5.10126
33.538,1191.07,0.511852,6900.47,5.10132
33.5681,1191.07,0.512346,6901.94,5.10139
33.5981,1191.07,0.512849,6903.42,5.10146
33.618,1191.07,0.513185,6904.43,5.10153
33.6381,1191.07,0.513516,6905.43,5.1016
33.6581,1191.07,0.513848,6906.49,5.10168
33.678,1191.07,0.514185,6907.53,5.10175
33.7081,1191.07,0.514689,6909.01,5.10184
33.738,1191.07,0.515184,6910.36,5.10191
33.7681,1191.07,0.515685,6911.57,5.10192
33.798,1191.07,0.516177,6912.82,5.10198
33.8281,1191.07,0.516684,6914.03,5.10201
33.858,1191.07,0.517179,6915.25,5.10206
33.8881,1191.07,0.517682,6916.45,5.10213
33.918,1191.07,0.518185,6917.67,5.1022
33.9481,1191.07,0.518683,6918.89,5.10228
33.978,1191.07,0.519182,6920.12,5.10235
34.0081,1191.07,0.519677,6921.37,5.10241
34.038,1191.08,0.520183,6922.65,5.10248
34.0681,1191.08,0.520684,6923.99,5.10255
34.0981,1191.08,0.521183,6925.27,5.10262
34.128,1191.08,0.52169,6926.54,5.10272
34.1581,1191.08,0.522179,6927.81,5.10282
34.188,1191.08,0.522688,6929.04,5.10293
34.2181,1191.08,0.52318,6930.27,5.10301
34.248,1191.08,0.523676,6931.46,5.10309
34.2781,1191.08,0.524183,6932.7,5.10319
34.308,1191.08,0.524683,6933.93,5.10327
34.3381,1191.08,0.525178,6935.12,5.10334
34.368,1191.08,0.525682,6936.33,5.10341
34.3981,1191.08,0.526178,6937.55,5.1035
34.428,1191.08,0.526664,6938.87,5.1036
34.4581,1191.08,0.527174,6940.34,5.1037
34.488,1191.08,0.52768,6941.77,5.10381
34.5181,1191.08,0.528188,6943.11,5.10393
34.548,1191.08,0.528689,6944.26,5.10407
34.5781,1191.08,0.529182,6945.38,5.10424
34.608,1191.08,0.529685,6946.47,5.10439
34.6381,1191.09,0.530178,6947.6,5.10453
34.668,1191.09,0.530687,6948.75,5.10464
34.6981,1191.09,0.531183,6949.86,5.10478
34.728,1191.09,0.531682,6950.96,5.10489
34.7581,1191.09,0.532183,6952.12,5.10501
34.788,1191.09,0.532681,6953.33,5.10515
34.8181,1191.09,0.533184,6954.54,5.10531
34.8481,1191.09,0.533678,6955.84,5.10549
34.878,1191.09,0.534179,6957.13,5.10571
34.9081,1191.09,0.534684,6958.46,5.10597
34.938,1191.09,0.535185,6959.76,5.1063
34.9681,1191.09,0.535686,6961,5.10674
34.998,1191.09,0.536181,6962.24,5.10761
35.038,1191.09,0.536846,6963.39,5.12344
35.0781,1191.09,0.537517,6964.52,5.14072
35.118,1191.09,0.538183,6965.89,5.15082
35.1481,1191.09,0.538685,6967.17,5.15099
35.178,1191.09,0.539183,6968.44,5.15109
35.2081,1191.09,0.539675,6969.7,5.15117
35.238,1191.1,0.540181,6971.03,5.15123
35.2681,1191.1,0.540683,6972.33,5.1513
35.298,1191.1,0.541182,6973.61,5.15135
35.3281,1191.1,0.541677,6974.86,5.15139
35.358,1191.1,0.542192,6976.01,5.15142
35.3881,1191.1,0.542686,6977.17,5.15145
35.418,1191.1,0.543182,6978.2,5.15149
35.4481,1191.1,0.543677,6979.25,5.15154
35.478,1191.1,0.544182,6980.28,5.15159
35.5081,1191.1,0.544683,6981.42,5.15164
35.538,1191.1,0.545179,6982.55,5.15168
35.5681,1191.1,0.545679,6983.73,5.15173
35.5981,1191.1,0.546177,6984.91,5.15176
35.628,1191.1,0.54668,6986.12,5.15181
35.6581,1191.1,0.547185,6987.34,5.15186
35.688,1191.1,0.547679,6988.63,5.1519
35.7181,1191.1,0.548187,6989.88,5.15194
35.748,1191.1,0.548687,6991.1,5.15198
35.7781,1191.1,0.549184,6992.26,5.15202
35.808,1191.1,0.549681,6993.44,5.15207
35.8381,1191.11,0.550181,6994.76,5.15211
35.868,1191.11,0.550678,6996,5.15218
35.8981,1191.11,0.551182,6997.36,5.15227
35.928,1191.11,0.551682,6998.68,5.15237
35.9581,1191.11,0.552184,6999.93,5.15246
35.988,1191.11,0.55268,7001.21,5.1525
36.0181,1191.11,0.553184,7002.4,5.15253
36.048,1191.11,0.553676,7003.56,5.15256
36.0781,1191.11,0.554178,7004.69,5.15262
36.108,1191.11,0.554685,7005.85,5.15269
36.1381,1191.11,0.555189,7006.92,5.15274
36.168,1191.11,0.555678,7007.93,5.15279
36.2081,1191.11,0.556351,7009.2,5.1529
36.248,1191.11,0.557013,7010.53,5.15304
36.2781,1191.11,0.557509,7011.63,5.15312
36.308,1191.11,0.558016,7012.8,5.15317
36.3381,1191.11,0.558518,7013.98,5.15322
36.368,1191.11,0.559015,7015.2,5.15327
36.3981,1191.11,0.559512,7016.39,5.15332
36.428,1191.11,0.56001,7017.53,5.15338
36.4581,1191.12,0.560509,7018.76,5.15346
36.488,1191.12,0.56101,7019.99,5.15355
36.5181,1191.12,0.561516,7021.28,5.15367
36.548,1191.12,0.562017,7022.51,5.15381
36.5781,1191.12,0.562517,7023.72,5.15393
36.608,1191.12,0.563018,7024.97,5.15406
36.6381,1191.12,0.563518,7026.24,5.15418
36.668,1191.12,0.564015,7027.5,5.15433
36.6981,1191.12,0.564513,7028.79,5.15447
36.728,1191.12,0.565017,7030.08,5.15462
36.7581,1191.12,0.565522,7031.27,5.15477
36.788,1191.12,0.566012,7032.43,5.15492
36.8181,1191.12,0.566516,7033.45,5.15508
36.8481,1191.12,0.567012,7034.5,5.15525
36.878,1191.12,0.567512,7035.58,5.15544
36.9081,1191.12,0.56802,7036.6,5.15575
36.938,1191.12,0.568513,7037.65,5.15686
36.988,1191.12,0.569356,7038.7,5.16636
37.038,1191.13,0.57018,7039.76,5.17494
37.0781,1191.13,0.570851,7041.08,5.17522
37.108,1191.13,0.571346,7042.2,5.17532
37.1381,1191.13,0.571853,7043.29,5.17543
37.168,1191.13,0.572352,7044.4,5.17553
37.1981,1191.13,0.572843,7045.41,5.17562
37.228,1191.13,0.573347,7046.44,5.17569
37.2581,1191.13,0.57384,7047.54,5.17575
37.288,1191.13,0.574348,7048.67,5.1758
37.3181,1191.13,0.574847,7049.84,5.17584
37.3481,1191.13,0.57535,7051,5.17587
37.378,1191.13,0.575856,7052.21,5.17588
37.4081,1191.13,0.576353,7053.45,5.1759
37.438,1191.13,0.576852,7054.65,5.17594
37.4681,1191.13,0.577349,7055.8,5.176
37.498,1191.13,0.577843,7056.89,5.17606
37.5281,1191.13,0.578348,7058.01,5.17611
37.558,1191.13,0.57885,7059.04,5.17616
37.5881,1191.13,0.579353,7060.05,5.17623
37.628,1191.13,0.580018,7061.29,5.17633
37.668,1191.14,0.580678,7062.54,5.17642
37.7081,1191.14,0.581345,7063.81,5.17648
37.748,1191.14,0.582019,7065.09,5.17653
37.788,1191.14,0.582688,7066.34,5.17652
37.8281,1191.14,0.583353,7067.65,5.17655
37.858,1191.14,0.583848,7068.66,5.1766
37.8881,1191.14,0.584348,7069.74,5.17665
37.918,1191.14,0.584844,7070.81,5.17668
37.9481,1191.14,0.585351,7071.9,5.1767
37.988,1191.14,0.58602,7073.24,5.17674
38.0181,1191.14,0.586513,7074.29,5.17678
38.058,1191.14,0.587185,7075.65,5.17683
38.0881,1191.14,0.587679,7076.81,5.17686
38.118,1191.14,0.588183,7077.9,5.17689
38.1481,1191.14,0.588687,7079.05,5.17694
38.178,1191.14,0.589183,7080.16,5.17701
38.2081,1191.14,0.589688,7081.23,5.17707
38.238,1191.15,0.590177,7082.29,5.17713
38.2681,1191.15,0.590681,7083.36,5.17717
38.298,1191.15,0.591185,7084.4,5.17722
38.3281,1191.15,0.59168,7085.41,5.17727
38.368,1191.15,0.592351,7086.69,5.17737
38.4081,1191.15,0.59301,7087.87,5.17749
38.4481,1191.15,0.593677,7088.94,5.17757
38.488,1191.15,0.594343,7090.13,5.17764
38.5281,1191.15,0.595014,7091.34,5.17775
38.558,1191.15,0.595516,7092.35,5.17789
38.5981,1191.15,0.596191,7093.64,5.17814
38.6381,1191.15,0.59685,7094.98,5.17849
38.678,1191.15,0.597517,7096.23,5.18069
38.7181,1191.15,0.598184,7097.23,5.18716
38.7681,1191.15,0.599013,7098.34,5.19472
38.808,1191.15,0.599682,7099.53,5.1952
38.8481,1191.16,0.600346,7100.8,5.19538
38.878,1191.16,0.600843,7101.85,5.1955
38.9081,1191.16,0.601349,7102.97,5.1956
38.938,1191.16,0.601849,7104.15,5.19567
38.9681,1191.16,0.602353,7105.33,5.19574
38.998,1191.16,0.602851,7106.46,5.19581
39.0281,1191.16,0.603353,7107.51,5.1959
39.058,1191.16,0.603845,7108.52,5.19598
39.0981,1191.16,0.604516,7109.7,5.19612
39.1381,1191.16,0.605183,7110.94,5.19624
39.178,1191.16,0.605849,7112.08,5.19636
39.2181,1191.16,0.606521,7113.13,5.19645
39.2581,1191.16,0.607184,7114.16,5.19654
39.298,1191.16,0.607842,7115.3,5.19663
39.3381,1191.16,0.608514,7116.5,5.19673
39.368,1191.16,0.609015,7117.54,5.19682
39.4081,1191.16,0.609685,7118.85,5.1969
39.4481,1191.17,0.610354,7120.13,5.19696
39.488,1191.17,0.611013,7121.43,5.19696
39.5281,1191.17,0.61168,7122.75,5.19703
39.5681,1191.17,0.612349,7123.99,5.1971
39.608,1191.17,0.613016,7122.89,5.19724
39.628,1191.17,0.61335,7121.83,5.19731
39.6581,1191.17,0.613857,7120.46,5.1974
39.7181,1191.17,0.614842,7121.58,5.19753
39.738,1191.17,0.615187,7122.77,5.19757
39.7581,1191.17,0.615519,7123.93,5.19761
39.7781,1191.17,0.615852,7125.14,5.19766
39.798,1191.17,0.616186,7126.24,5.1977
39.8181,1191.17,0.616519,7127.28,5.19773
39.8381,1191.17,0.616851,7128.29,5.19775
39.868,1191.17,0.61735,7129.71,5.19779
39.8981,1191.17,0.617848,7131.08,5.19781
39.928,1191.17,0.618351,7132.36,5.19783
39.9581,1191.17,0.618843,7133.57,5.19786
39.988,1191.17,0.619348,7134.64,5.19789
40.0181,1191.17,0.61985,7135.72,5.19794
40.048,1191.18,0.620348,7136.81,5.19801
40.0781,1191.18,0.620848,7137.91,5.19811
40.108,1191.18,0.621346,7139.01,5.19825
40.1381,1191.18,0.621849,7140.17,5.19836
40.168,1191.18,0.622354,7141.29,5.19846
40.1981,1191.18,0.622846,7142.46,5.19861
40.228,1191.18,0.623358,7143.54,5.19884
40.2581,1191.18,0.623847,7144.67,5.19914
40.298,1191.18,0.624515,7145.95,5.19966
40.3281,1191.18,0.625007,7147.02,5.20027
40.368,1191.18,0.625682,7148.14,5.20599
40.4081,1191.18,0.62635,7149.19,5.21381
40.4481,1191.18,0.627018,7150.24,5.2199
40.478,1191.18,0.627511,7151.24,5.22045
40.5081,1191.18,0.628015,7152.26,5.22079
40.538,1191.18,0.628519,7153.32,5.22108
40.5681,1191.18,0.629008,7154.33,5.22129
40.608,1191.18,0.629683,7155.58,5.22144
40.6481,1191.19,0.630348,7156.73,5.22152
40.688,1191.19,0.631015,7157.91,5.22162
40.728,1191.19,0.631681,7158.92,5.22178
40.7781,1191.19,0.63252,7160.11,5.22196
40.8281,1191.19,0.633352,7161.33,5.222
40.868,1191.19,0.634013,7162.4,5.22202
40.9081,1191.19,0.634681,7163.56,5.22211
40.9481,1191.19,0.635353,7164.84,5.22219
40.988,1191.19,0.636021,7166.11,5.22226
41.0281,1191.19,0.636685,7167.34,5.22237
41.0681,1191.19,0.637347,7168.63,5.22251
41.108,1191.19,0.638019,7169.78,5.22268
41.1481,1191.19,0.638677,7170.99,5.22287
41.188,1191.19,0.639352,7172.25,5.22311
41.2181,1191.19,0.639849,7173.27,5.22326
41.2581,1191.2,0.640516,7174.51,5.22343
41.298,1191.2,0.641178,7175.79,5.22357
41.3381,1191.2,0.64185,7177.03,5.22382
41.378,1191.2,0.642515,7178.2,5.22411
41.418,1191.2,0.643185,7179.26,5.22436
41.4681,1191.2,0.644017,7180.5,5.2247
41.5181,1191.2,0.644849,7181.66,5.22506
41.5681,1191.2,0.645675,7182.83,5.22544
41.608,1191.2,0.64635,7183.9,5.22592
41.6581,1191.2,0.647184,7185.14,5.22722
41.7081,1191.2,0.648013,7186.28,5.2315
41.748,1191.2,0.648683,7187.28,5.23601
41.788,1191.2,0.649349,7188.3,5.23904
41.8281,1191.2,0.650015,7189.31,5.23991
41.868,1191.21,0.650679,7190.43,5.24025
41.9081,1191.21,0.651349,7191.53,5.24047
41.9481,1191.21,0.652013,7192.72,5.24066
41.988,1191.21,0.652678,7193.98,5.24084
42.0281,1191.21,0.653348,7195.23,5.24103
42.0681,1191.21,0.654011,7196.43,5.24118
42.108,1191.21,0.654682,7197.47,5.24126
42.1581,1191.21,0.655512,7198.63,5.24134
42.1981,1191.21,0.656188,7199.63,5.24149
42.238,1191.21,0.656858,7200.64,5.24166
42.288,1191.21,0.65768,7201.8,5.24192
42.3381,1191.21,0.658517,7203,5.24221
42.378,1191.21,0.659182,7204.04,5.24241
42.418,1191.21,0.659849,7205.14,5.24257
42.4581,1191.22,0.660522,7206.19,5.24266
42.498,1191.22,0.661173,7207.31,5.24281
42.548,1191.22,0.662017,7208.59,5.24304
42.5881,1191.22,0.662678,7209.66,5.24327
42.628,1191.22,0.663348,7210.81,5.24365
42.668,1191.22,0.664023,7211.97,5.24413
42.7081,1191.22,0.664686,7213.15,5.24485
42.748,1191.22,0.665349,7214.3,5.24598
42.788,1191.22,0.666019,7215.46,5.24745
42.8281,1191.22,0.666683,7216.53,5.24891
42.878,1191.22,0.667515,7217.68,5.25034
42.928,1191.22,0.668344,7218.8,5.25128
42.978,1191.22,0.669183,7219.93,5.25205
43.0281,1191.22,0.670015,7221.05,5.25261
43.0781,1191.23,0.670852,7222.08,5.25298
43.128,1191.23,0.67168,7223.15,5.25328
43.168,1191.23,0.672349,7224.17,5.25351
43.2081,1191.23,0.673016,7225.21,5.25377
43.248,1191.23,0.673686,7226.23,5.25397
43.288,1191.23,0.674344,7227.28,5.25418
43.3381,1191.23,0.675181,7228.5,5.2545
43.378,1191.23,0.675849,7229.56,5.25474
43.418,1191.23,0.676517,7230.69,5.25503
43.4581,1191.23,0.677186,7231.8,5.25538
43.498,1191.23,0.677854,7232.87,5.25576
43.538,1191.23,0.678517,7233.88,5.25624
43.5781,1191.23,0.679177,7235.01,5.25675
43.618,1191.23,0.679848,7236.07,5.25725
43.668,1191.24,0.680689,7237.25,5.25785
43.728,1191.24,0.681674,7238.37,5.25857
43.788,1191.24,0.682682,7239.54,5.25929
43.8481,1191.24,0.683683,7240.71,5.25987
43.8981,1191.24,0.684515,7241.75,5.26031
43.9481,1191.24,0.685347,7242.84,5.26081
43.988,1191.24,0.686016,7243.85,5.2613
44.038,1191.24,0.686853,7245.06,5.26193
44.0881,1191.24,0.687683,7246.17,5.26251
44.1381,1191.24,0.688513,7247.37,5.26312
44.178,1191.24,0.689185,7248.41,5.26365
44.2181,1191.24,0.689848,7249.61,5.26415
44.2581,1191.25,0.690519,7250.75,5.2646
44.298,1191.25,0.691186,7251.87,5.2651
44.3481,1191.25,0.692007,7253.09,5.26576
44.3981,1191.25,0.692851,7254.22,5.2665
44.4581,1191.25,0.693851,7255.35,5.26755
44.5181,1191.25,0.694853,7256.32,5.26864
44.5881,1191.25,0.696012,7257.47,5.27007
44.6481,1191.25,0.697014,7258.67,5.2714
44.6981,1191.25,0.697854,7259.85,5.27238
44.748,1191.25,0.698681,7261,5.27326
44.798,1191.25,0.699516,7262.1,5.27409
44.8481,1191.26,0.700358,7263.3,5.27474
44.8981,1191.26,0.701183,7264.46,5.27532
44.9481,1191.26,0.702014,7265.5,5.27596
44.998,1191.26,0.70285,7266.75,5.27656
45.038,1191.26,0.703517,7267.86,5.27701
45.0781,1191.26,0.704186,7268.91,5.27757
45.128,1191.26,0.705015,7270.1,5.27838
45.178,1191.26,0.705852,7271.18,5.27922
45.238,1191.26,0.706853,7272.29,5.28018
45.298,1191.26,0.707851,7273.3,5.28128
45.368,1191.26,0.709012,7274.39,5.28262
45.418,1191.26,0.709853,7275.46,5.28347
45.4681,1191.27,0.710684,7276.66,5.28456
45.5181,1191.27,0.711519,7277.73,5.2857
45.5681,1191.27,0.712352,7278.76,5.28685
45.618,1191.27,0.713181,7279.8,5.28787
45.668,1191.27,0.714015,7280.85,5.28878
45.7181,1191.27,0.71485,7281.88,5.28978
45.7681,1191.27,0.715681,7283.03,5.29073
45.808,1191.27,0.71635,7284.07,5.29156
45.8481,1191.27,0.717016,7285.15,5.29249
45.8981,1191.27,0.717852,7286.29,5.29364
45.9581,1191.27,0.718846,7287.37,5.29469
46.0181,1191.27,0.719847,7288.42,5.29581
46.0781,1191.28,0.720854,7289.41,5.29715
46.1381,1191.28,0.721849,7290.41,5.29852
46.1981,1191.28,0.722847,7291.43,5.29973
46.248,1191.28,0.723686,7292.5,5.30067
46.298,1191.28,0.724524,7293.5,5.30171
46.368,1191.28,0.725685,7294.65,5.3033
46.428,1191.28,0.726682,7295.77,5.30468
46.478,1191.28,0.727517,7296.83,5.30583
46.538,1191.28,0.728517,7298.01,5.30712
46.5881,1191.28,0.729348,7299.03,5.30832
46.6381,1191.29,0.730173,7300.25,5.30947
46.688,1191.29,0.731019,7301.37,5.31052
46.7581,1191.29,0.732171,7302.36,5.31203
46.8181,1191.29,0.733181,7303.23,5.3133
46.8881,1191.29,0.734342,7304.21,5.31445
46.9481,1191.29,0.735351,7305.19,5.31554
47.0081,1191.29,0.736349,7306.34,5.31672
47.058,1191.29,0.737183,7307.46,5.31778
47.108,1191.29,0.738018,7308.53,5.31881
47.178,1191.29,0.739182,7309.64,5.32008
47.228,1191.29,0.740016,7310.68,5.32111
47.2781,1191.3,0.740851,7311.77,5.32205
47.3281,1191.3,0.741683,7312.85,5.32275
47.378,1191.3,0.742508,7313.86,5.32344
47.438,1191.3,0.743517,7314.96,5.32439
47.498,1191.3,0.744511,7316,5.32546
47.558,1191.3,0.74552,7316.92,5.32634
47.628,1191.3,0.746675,7317.69,5.32742
47.688,1191.3,0.747678,7318.6,5.32828
47.748,1191.3,0.748687,7319.62,5.32896
47.808,1191.3,0.749679,7320.75,5.32971
47.868,1191.31,0.750682,7321.94,5.33036
47.928,1191.31,0.75168,7323.08,5.33106
47.988,1191.31,0.752676,7324.23,5.33186
48.048,1191.31,0.753683,7325.35,5.33269
48.0981,1191.31,0.754515,7326.46,5.33342
48.1581,1191.31,0.755515,7327.59,5.33435
48.228,1191.31,0.756681,7328.7,5.33553
48.288,1191.31,0.757682,7329.63,5.33645
48.358,1191.31,0.758849,7330.36,5.33744
48.428,1191.31,0.760016,7331.15,5.33836
48.488,1191.32,0.761019,7331.92,5.33919
48.558,1191.32,0.762181,7333.06,5.34012
48.628,1191.32,0.763343,7334.21,5.34089
48.688,1191.32,0.76435,7335.16,5.34152
48.748,1191.32,0.76535,7336.23,5.3422
48.808,1191.32,0.766352,7337.36,5.34287
48.868,1191.32,0.767347,7338.44,5.34353
48.928,1191.32,0.768354,7339.54,5.34439
48.998,1191.32,0.76952,7340.49,5.34536
49.0681,1191.33,0.77068,7341.32,5.34635
49.128,1191.33,0.771682,7341.98,5.34713
49.188,1191.33,0.772683,7342.6,5.3479
49.248,1191.33,0.773684,7343.35,5.34861
49.308,1191.33,0.774686,7344.21,5.34927
49.378,1191.33,0.775854,7345.22,5.35
49.4481,1191.33,0.777021,7346.15,5.3509
49.5081,1191.33,0.778026,7347.18,5.35169
49.5681,1191.33,0.779018,7348.26,5.35227
49.628,1191.33,0.780016,7349.27,5.35283
49.6981,1191.34,0.781183,7350.26,5.35344
49.7581,1191.34,0.782187,7351.13,5.35398
49.8281,1191.34,0.783348,7351.92,5.35457
49.8881,1191.34,0.784347,7352.62,5.35532
49.9481,1191.34,0.785353,7353.31,5.35618
50.0181,1191.34,0.786519,7354.18,5.35711
50.0881,1191.34,0.787677,7355.25,5.35795
50.1481,1191.34,0.788686,7356.16,5.35873
50.2181,1191.34,0.789856,7356.96,5.35967
50.288,1191.35,0.791017,7358.11,5.36033
50.3481,1191.35,0.792017,7359.17,5.36101
50.418,1191.35,0.79318,7360.17,5.36183
50.478,1191.35,0.794184,7360.94,5.36244
50.538,1191.35,0.795185,7361.51,5.36305
50.5981,1191.35,0.796184,7361.88,5.36377
50.668,1191.35,0.797349,7362.44,5.36467
50.728,1191.35,0.798349,7363.13,5.36541
50.788,1191.35,0.799352,7363.79,5.36614
50.858,1191.36,0.800517,7364.71,5.36694
50.918,1191.36,0.801522,7365.49,5.36767
50.988,1191.36,0.802682,7366.31,5.3685
51.058,1191.36,0.803844,7367.4,5.36932
51.118,1191.36,0.804851,7368.5,5.37001
51.178,1191.36,0.805852,7369.52,5.37077
51.248,1191.36,0.807016,7370.4,5.37161
51.3181,1191.36,0.808189,7371.04,5.37247
51.3881,1191.36,0.809355,7371.39,5.37343
51.4581,1191.37,0.810509,7371.69,5.37462
51.5181,1191.37,0.811517,7372.27,5.37551
51.5781,1191.37,0.812519,7372.97,5.37622
51.6481,1191.37,0.813683,7373.81,5.37725
51.7181,1191.37,0.814846,7374.58,5.37852
51.7781,1191.37,0.815851,7375.31,5.37971
51.8481,1191.37,0.817011,7376.15,5.38174
51.9081,1191.37,0.81802,7377.02,5.38368
51.978,1191.37,0.819182,7378,5.38606
52.038,1191.38,0.820184,7378.54,5.38845
52.0981,1191.38,0.821183,7378.77,5.39068
52.1581,1191.38,0.822183,7378.97,5.39298
52.2181,1191.38,0.823182,7379.21,5.39547
52.288,1191.38,0.82435,7379.65,5.39777
52.3481,1191.38,0.825357,7380.28,5.39931
52.418,1191.38,0.826515,7381,5.4015
52.488,1191.38,0.827676,7381.61,5.40424
52.548,1191.38,0.828684,7382.26,5.40605
52.608,1191.38,0.829683,7383.05,5.40794
52.668,1191.39,0.830685,7383.95,5.40986
52.738,1191.39,0.831841,7384.96,5.4117
52.798,1191.39,0.832849,7385.59,5.41349
52.858,1191.39,0.833848,7386.04,5.41542
52.918,1191.39,0.834851,7386.33,5.41723
52.988,1191.39,0.836021,7386.52,5.41925
53.058,1191.39,0.837184,7386.95,5.42119
53.118,1191.39,0.838188,7387.6,5.42321
53.188,1191.39,0.839346,7388.29,5.42573
53.248,1191.4,0.840348,7388.83,5.4278
53.3181,1191.4,0.84151,7389.42,5.42988
53.378,1191.4,0.842515,7390.01,5.43185
53.438,1191.4,0.84352,7390.64,5.43366
53.5081,1191.4,0.844683,7391.41,5.43506
53.5681,1191.4,0.845683,7391.86,5.43648
53.628,1191.4,0.846682,7392.06,5.43801
53.688,1191.4,0.847683,7392.21,5.43941
53.7581,1191.4,0.848856,7392.47,5.44099
53.8181,1191.4,0.849856,7392.87,5.44203
53.8881,1191.41,0.851009,7393.44,5.44338
53.9481,1191.41,0.852014,7394,5.44464
54.0081,1191.41,0.85302,7394.53,5.44575
54.0681,1191.41,0.85402,7395.03,5.44708
54.1381,1191.41,0.855181,7395.79,5.44842
54.1981,1191.41,0.856182,7396.4,5.44922
54.2581,1191.41,0.857185,7396.97,5.45016
54.3181,1191.41,0.858188,7397.39,5.45099
54.378,1191.41,0.85919,7397.7,5.45172
54.4481,1191.42,0.860349,7397.85,5.45252
54.5081,1191.42,0.86135,7397.98,5.45301
54.5681,1191.42,0.862353,7398.24,5.4534
54.628,1191.42,0.863354,7398.55,5.45397
54.688,1191.42,0.864353,7398.9,5.45456
54.7581,1191.42,0.865509,7399.25,5.45525
54.8181,1191.42,0.866516,7399.67,5.45595
54.878,1191.42,0.867518,7400.03,5.45668
54.9481,1191.42,0.868684,7400.61,5.45737
55.0081,1191.42,0.869685,7401.03,5.45809
55.0781,1191.43,0.870849,7401.33,5.45871
55.1481,1191.43,0.872015,7401.47,5.45932
55.2181,1191.43,0.873181,7401.63,5.46006
55.2781,1191.43,0.874183,7401.71,5.46077
55.3481,1191.43,0.875347,7401.96,5.46152
55.4081,1191.43,0.876353,7402.28,5.46217
55.478,1191.43,0.877517,7402.48,5.46299
55.548,1191.43,0.878682,7402.75,5.4638
55.608,1191.43,0.879683,7403.2,5.46438
55.668,1191.44,0.880687,7403.62,5.46506
55.738,1191.44,0.881843,7403.92,5.46572
55.798,1191.44,0.882847,7404.14,5.46623
55.868,1191.44,0.884016,7404.28,5.4671
55.928,1191.44,0.885018,7404.27,5.46774
55.988,1191.44,0.886017,7404.13,5.4683
56.048,1191.44,0.887022,7403.97,5.46907
56.118,1191.44,0.888181,7403.9,5.47016
56.178,1191.44,0.889183,7404.16,5.47083
56.248,1191.45,0.890353,7404.38,5.47185
56.3181,1191.45,0.891507,7404.64,5.47277
56.378,1191.45,0.89252,7404.99,5.47346
56.438,1191.45,0.893523,7405.33,5.47415
56.5081,1191.45,0.894678,7405.62,5.47493
56.5681,1191.45,0.895684,7405.72,5.47568
56.628,1191.45,0.896686,7405.8,5.47665
56.688,1191.45,0.897687,7405.7,5.47781
56.7581,1191.45,0.898847,7405.42,5.47874
56.8181,1191.45,0.899849,7405.41,5.47939
56.878,1191.46,0.90086,7405.43,5.48019
56.9481,1191.46,0.90202,7405.64,5.481
57.0181,1191.46,0.903192,7405.79,5.48189
57.0881,1191.46,0.904352,7405.96,5.48278
57.1581,1191.46,0.905513,7406.26,5.48377
57.2181,1191.46,0.906517,7406.77,5.48447
57.2781,1191.46,0.907519,7407.15,5.4853
57.3481,1191.46,0.908685,7407.26,5.4865
57.4081,1191.46,0.909686,7407.21,5.48753
57.478,1191.47,0.910847,7407.02,5.48854
57.548,1191.47,0.912014,7406.75,5.48964
57.608,1191.47,0.913015,7406.77,5.49072
57.668,1191.47,0.91402,7406.81,5.49174
57.738,1191.47,0.915184,7406.95,5.49309
57.808,1191.47,0.91635,7406.9,5.49433
57.868,1191.47,0.917351,7406.89,5.49558
57.938,1191.47,0.918514,7406.95,5.49697
57.998,1191.47,0.919514,7407.17,5.49813
58.058,1191.48,0.920521,7407.26,5.4991
58.128,1191.48,0.921679,7406.98,5.5002
58.188,1191.48,0.922681,7406.64,5.50115
58.248,1191.48,0.923685,7406.27,5.50209
58.3181,1191.48,0.924848,7405.66,5.50338
58.378,1191.48,0.925851,7405.5,5.50437
58.438,1191.48,0.926851,7405.58,5.50534
58.5081,1191.48,0.928016,7405.47,5.50653
58.5781,1191.48,0.929178,7405.21,5.50746
58.6381,1191.49,0.930186,7405.21,5.50847
58.6981,1191.49,0.931186,7405.23,5.50987
58.7681,1191.49,0.932332,7405.29,5.51098
58.8281,1191.49,0.933347,7405.48,5.51174
58.8881,1191.49,0.934355,7405.36,5.51263
58.9581,1191.49,0.935521,7404.92,5.51375
